Outstanding,Неоплачено,
Outstanding Amount,Непогашена сума,
Outstanding Amt,Неоплачена сума,
Outstanding Cheques and Deposits to clear,"""Неочищені"" чеки та депозити",
Outstanding for {0} cannot be less than zero ({1}),Видатний {0} не може бути менше нуля ({1}),
Outward,Зовні,
Over Billing Allowance (%),Доплати за надходження платежів (%),
Over Delivery/Receipt Allowance (%),Допомога над доставкою / квитанцією (%),
Over Transfer Allowance (%),Посібник за переказ (%),
Overdue,Прострочені,
Overdue Days,Прострочені дні,
Overdue Interval,Прострочений інтервал,
Overdue and Discounted,Прострочена та знижена,
Overlap in scoring between {0} and {1},"Перехрещення, забиваючи від {0} і {1}",
Overlapping conditions found between:,Перекриття умови знайдені між:,
Overproduction Percentage For Sales Order,Відсоток перевиробництва за замовленням на продаж,
Overproduction Percentage For Work Order,Відсоток перевиробництва для робочого замовлення,
Overproduction for Sales and Work Order,Перевиробництво для продажу та замовлення на роботу,
Owned,Бувший,
Owner,Власник,
PAN,ПАН,
PAN No,ПАН No,
PIN,PIN-код,
PMO-,PMO-,
PO Supplied Item,Поставляється товар,
PO-JOB.#####,PO-JOB. #####,
POS,POS-,
POS Closing Entry,Закриття входу в POS,
POS Closing Entry Detail,Деталь закриття входу POS,
POS Closing Entry Taxes,Податки на закриття вхідних торгових пунктів,
POS Customer Group,POS Група клієнтів,
POS Field,Поле POS,
POS Invoice,POS-рахунок,
POS Invoice Item,Позиція рахунку-фактури,
POS Invoice Merge Log,Журнал злиття рахунків-фактур,
POS Invoice Reference,Посилання на рахунок-фактуру,
POS Invoice is not {},Рахунок-фактура POS не {},
POS Invoice is {},Рахунок-фактура POS становить {},
POS Invoice isn't created by user {},Рахунок-фактура POS не створюється користувачем {},
POS Invoice should have {} field checked.,На рахунку POS-рахунку має бути позначено поле {}.,
POS Invoices,POS-рахунки,
POS Item Group,POS Item Group,
POS Opening Entry,Відкриття входу в POS,
POS Opening Entry Detail,Подробиці про вхід у POS,
POS Payment Method,Спосіб оплати через POS,
POS Profile,POS-профіль,
POS Profile User,Користувач POS Профіль,
POS Profile doesn't matches {},POS-профіль не відповідає {},
POS Profile required to make POS Entry,"Необхідний POS-профіль, щоб зробити POS-операцію",
POS Profile {} does not belongs to company {},Профіль POS {} не належить компанії {},
POS Register,POS-реєстр,
POS Settings,Налаштування POS,
POS Transactions,POS-операції,
POS invoice {0} created succesfully,POS-рахунок-фактуру {0} створено успішно,
POS-CLO-,POS-CLO-,
PSOA Cost Center,Центр витрат PSOA,
PSOA Project,Проект PSOA,
PU-SSP-.YYYY.-,PU-SSP-.YYYY.-,
PUR-ORD-.YYYY.-,PUR-ORD-.YYYY.-,
PUR-RFQ-.YYYY.-,PUR-RFQ-.YYYY.-,
PUR-SQTN-.YYYY.-,PUR-SQTN-.YYYY.-,
Package Weight Details,Вага упаковки Детальніше,
Packed Item,Упакування товару,
Packed Items,Упаковані товари,
Packed quantity must equal quantity for Item {0} in row {1},Упакування кількість повинна дорівнювати кількість для пункту {0} в рядку {1},
Packing List,Комплектація,
Packing Slip,Пакувальний лист,
Packing Slip Item,Упаковка товару ковзання,
Packing Slip(s) cancelled,Упаковка ковзання (и) скасовується,
Packing Unit,Упаковка,
Page Break,Розрив сторінки,
Page {0} of {1},Сторінка {0} з {1},
Paid,Оплачений,
Paid Amount,Виплачена сума,
Paid Amount (Company Currency),Платні Сума (Компанія валют),
Paid Amount cannot be greater than total negative outstanding amount {0},Сплачена сума не може бути більше сумарного негативного непогашеної {0},
Paid Interest Amount,Сума сплачених відсотків,
Paid Loan,Платний кредит,
Paid Principal Amount,Сплачена основна сума,
Paid amount + Write Off Amount can not be greater than Grand Total,"Оплачена сума + Сума списання не може бути більше, ніж загальний підсумок",
Paid and Not Delivered,Платні і не доставляється,
Parameter,Параметр,
Parameter Name,Назва параметру,
Parameters,Параметри,
Parent,Батько,
Parent Account,Батьківський рахунок,
Parent Batch,батько Batch,
Parent Company,Материнська компанія,
Parent Company must be a group company,Батьківська компанія повинна бути груповою компанією,
Parent Cost Center,Батьківський центр витрат,
Parent Customer Group,Батько Група клієнтів,
Parent Department,Батьківський відділ,
Parent Detail docname,Батько Подробиці DOCNAME,
Parent Item,Батьківський елемент номенклатури,
Parent Item Group,Батьківський елемент,
Parent Item {0} must not be a Stock Item,Батьківській елемент {0} не повинен бути складським,
Parent Location,Батьківське місцезнаходження,
Parent Procedure,Батьківський порядок,
Parent Sales Person,Батьківський Відповідальний з продажу,
Parent Supplier Group,Група батьків постачальників,
Parent Task,Батьківська задача,
Parent Territory,Батьківський елемент території,
Parent Warehouse,Батьківський елемент складу,
Partially Completed,Частково завершено,
Partially Depreciated,Частково амортизований,
Partially Disbursed,частково Освоєно,
Partially Fulfilled,Частково виконано,
Partially Ordered,Частково впорядковано,
Partially Paid,Частково оплачується,
Partially Pledged,Частково заставлений,
Partially Received,Частково отримано,
Partially ordered,частково Замовлений,
Parties,Сторони,
Partly Billed,Частково є у виставлених рахунках,
Partly Delivered,Частково доставлений,
Partner Type,Тип Партнер,
Partner website,Веб-сайт партнера,
Party,Контрагент,
Party Account,Рахунок контрагента,
Party Account Currency,Валюта рахунку контрагента,
Party Balance,Баланс контрагента,
Party Bank Account,Банківський рахунок партії,
Party Details,Інформація про партію,
Party Information,Інформація про партію,
Party Name,Назва контрагента,
Party Type,Тип контрагента,
Party Type and Party is mandatory for {0} account,Тип та партія партії є обов&#39;язковими для облікового запису {0},
Party Type is mandatory,Тип контрагента є обов'язковим,
Party User,Партійний користувач,
Party is mandatory,Контрагент є обов'язковим,
Passed,Пройшов,
Passport Number,Номер паспорта,
Past Due Date,Минула дата сплати,
Path,Шлях,
Pause,Пауза,
Pause SLA On Status,Призупинити статус SLA на статус,
Pay,Платити,
Pay Remaining,Заплатити залишилося,
Pay To / Recd From,Заплатити / Отримати,
Pay {0} {1},Заплатити {0} {1},
Payable,До оплати,
Payable Account,Оплачується аккаунт,
Payable Amount,Сума до сплати,
Payable Principal Amount,"Основна сума, що підлягає сплаті",
Payables,Кредиторська заборгованість,
Payer Settings,Налаштування платника,
Payment,Оплата,
Payment Account,Рахунок оплати,
Payment Amount,Сума оплати,
Payment Channel,Платіжний канал,
Payment Confirmation,Підтвердження платежу,
Payment Date,Дата оплати,
Payment Deductions or Loss,Відрахування з оплат або збиток,
Payment Details,Платіжні реквізити,
Payment Document,Платіжний документ,
Payment Document Type,Тип платіжного документа,
Payment Due Date,Дата платежу,
Payment Entries,Оплати,
Payment Entries {0} are un-linked,Оплати {0} не прив'язані,
Payment Entry,Оплата,
Payment Entry Deduction,Відрахування з Оплати,
Payment Entry Reference,Номер документу Оплата,
Payment Entry already exists,Оплата вже існує,
Payment Entry has been modified after you pulled it. Please pull it again.,"Оплата була змінена після pull. Ласка, pull it знову.",
Payment Entry is already created,Оплату вже створено,
Payment Failed,Помилка оплати,
Payment From / To,Оплата с / з,
Payment Gateway,Платіжний шлюз,
Payment Gateway Account,Обліковий запис платіжного шлюзу,
"Payment Gateway Account not created, please create one manually.","Обліковий запис платіжного шлюзу не створено, створіть його вручну будь-ласка.",
Payment Gateway Details,Деталі платіжного шлюзу,
Payment Gateway Name,Назва шлюзу платежу,
Payment Method,Спосіб оплати,
Payment Methods,методи оплати,
Payment Mode,Режим компенсації,
Payment Order,Платіжне доручення,
Payment Order Reference,Довідка про платіжне замовлення,
Payment Order Status,Статус платіжного доручення,
Payment Order Type,Тип платіжного доручення,
Payment Ordered,Оплата замовлена,
Payment Period Based On Invoice Date,Затримка оплати після виставлення рахунку,
Payment Plan,План платежів,
Payment Receipt Note,Оплата Отримання Примітка,
Payment Received,Отриманої компенсації,
Payment Reconciliation,Узгодження оплат з рахунками,
Payment Reconciliation Invoice,Рахунок-фактура на корегуючу оплату,
Payment Reconciliation Payment,Оплата узгодження,
Payment Reference,Довідка про оплату,
Payment References,посилання оплати,
Payment Request,Запит про оплату,
Payment Request Type,Тип запиту на оплату,
Payment Request for {0},Запит на оплату для {0},
Payment Schedule,Графік платежів,
Payment Tems,Теми оплати,
Payment Term,Термін оплати,
Payment Term Name,Назва терміну оплати,
Payment Terms,Терміни оплати,
Payment Terms Template,Шаблони Умови оплати,
Payment Terms Template Detail,Умови оплати Шаблон Детальніше,
Payment Type,Тип оплати,
"Payment Type must be one of Receive, Pay and Internal Transfer","Тип оплати повинен бути одним з Надсилати, Pay і внутрішній переказ",
Payment against {0} {1} cannot be greater than Outstanding Amount {2},"Оплата по {0} {1} не може бути більше, ніж сума до оплати {2}",
Payment amount cannot be less than or equal to 0,Сума платежу не може бути меншою або рівною 0,
Payment methods are mandatory. Please add at least one payment method.,"Способи оплати є обов’язковими. Будь ласка, додайте принаймні один спосіб оплати.",
Payment related to {0} is not completed,"Оплата, пов’язана з {0}, не виконана",
Payments,Платежі,
Payroll Entry,Заробітна плата за вхід,
Payroll Payable,Розрахунок заробітної плати оплачується,
Payslip,листка,
Penalty Amount,Сума штрафу,
Penalty Income Account,Рахунок пені,
Penalty Interest Rate (%) Per Day,Процентна ставка пені (%) на день,
Penalty Interest Rate is levied on the pending interest amount on a daily basis in case of delayed repayment ,Процентна ставка пені щодня стягується із відкладеною сумою відсотків у разі затримки погашення,
Pending,До,
Pending Activities,В очікуванні Діяльність,
Pending Amount,До Сума,
Pending Principal Amount,"Основна сума, що очікує на розгляд",
Pending Qty,К-сть в очікуванні,
Pending Quantity,Кількість в очікуванні,
Pending Review,В очікуванні відгук,
Pending SO Items For Purchase Request,"Замовлені товари, які очікують закупки",
Pending Work Order,Очікує замовлення на роботу,
Pending activities for today,В очікуванні діяльність на сьогоднішній день,
Pension Funds,Пенсійні фонди,
Per Month,На місяць,
Per Transferred,За переведений,
Per Week,На тиждень,
Per Year,В рік,
Percentage,Відсоток,
Percentage Allocation,Відсотковий розподіл,
Percentage Allocation should be equal to 100%,Розподіл відсотків має дорівнювати 100%,
Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,"Відсоток, який ви можете переказувати більше проти замовленої кількості. Наприклад: Якщо ви замовили 100 одиниць. і ваша допомога становить 10%, тоді вам дозволяється передати 110 одиниць.",
Perception Analysis,Аналіз сприйняття,
Period,Період,
Period Based On,Період на основі,
Period Closing Entry,Операції закриття періоду,
Period Closing Voucher,Документ Закриття періоду,
Period End Date,Дата закінчення періоду,
Period Name,Період Назва,
Period Score,Оцінка періоду,
Period Settings,Налаштування періоду,
Period Start Date,Дата початку періоду,
Period based On,"Період, заснований на",
Periodicity,Періодичність,
Permanent Address,Постійна адреса,
Permanent Address Is,Постійна адреса є,
Perpetual inventory required for the company {0} to view this report.,"Постійний інвентар, необхідний компанії {0} для перегляду цього звіту.",
Person URN,Особа URN,
Personal,Особистий,
Personal Email,Особиста електронна пошта,
Petrol,бензин,
Pharmaceutical,Фармацевтична,
Pharmaceuticals,Фармацевтика,
Phone,Телефон,
Phone No,№ Телефону,
Phone Number,Номер телефону,
Pick List,Виберіть список,
Pick List Item,Вибір елемента списку,
Picked Qty,Вибраний Кількість,
Place Order,Зробити замовлення,
Place of Issue,Місце видачі,
Plaid Access Token,Позначка доступу в плед,
Plaid Client ID,Плед-ідентифікатор клієнта,
Plaid Environment,Плед довкілля,
Plaid Secret,Плед-секрет,
Plaid Settings,Налаштування плед,
Plaid transactions sync error,Помилка синхронізації транзакцій у пладі,
Plan,Планувати,
Plan Name,Назва плану,
Plan material for sub-assemblies,План матеріал для суб-вузлів,
Plan operations X days in advance,Плануйте операції за X днів,
Plan time logs outside Workstation working hours,Плануйте журнали часу поза робочим часом робочої станції,
Planned,Запланований,
Planned End Date,Планована Дата закінчення,
Planned End Time,Плановані Час закінчення,
Planned Operating Cost,Планована операційна Вартість,
Planned Qty,Планована к-сть,
"Planned Qty: Quantity, for which, Work Order has been raised, but is pending to be manufactured.","Кількість, запланована: кількість, на яку Робочий наказ піднято, але його ще виготовлять.",
Planned Quantity,Плановані Кількість,
Planned Start Date,Планована дата початку,
Planned Start Time,Плановані Час,
Planning,Планування,
Plans,Плани,
Plants and Machineries,Рослини і Механізмів,
"Please Restock Items and Update the Pick List to continue. To discontinue, cancel the Pick List.","Будь ласка, відновіть товари та оновіть список вибору, щоб продовжити. Щоб припинити дію, скасуйте список вибору.",
Please Select a Company,Виберіть компанію,
Please Select a Company.,Виберіть компанію.,
Please Select a Customer,Виберіть клієнта,
Please Select a Supplier,Виберіть постачальника,
Please Set Supplier Group in Buying Settings.,"Будь ласка, встановіть групу постачальників у налаштуваннях покупки.",
Please add Mode of payments and opening balance details.,"Будь ласка, додайте деталі способу оплати та початкового балансу.",
Please add a Temporary Opening account in Chart of Accounts,"Будь ласка, додайте тимчасовий обліковий запис на карті рахунків",
Please add the account to root level Company - {},"Будь ласка, додайте обліковий запис до корпоративного рівня компанії - {}",
Please check Multi Currency option to allow accounts with other currency,"Будь ласка, перевірте мультивалютний варіант, що дозволяє рахунки іншій валюті",
Please check your Plaid client ID and secret values,"Будь ласка, перевірте свій ідентифікатор клієнта Plaid та секретні значення",
Please check your configuration and try again,Перевірте конфігурацію та повторіть спробу,
Please click on 'Generate Schedule',"Будь ласка, натисніть на кнопку ""Згенерувати розклад""",
Please click on 'Generate Schedule' to fetch Serial No added for Item {0},"Будь ласка, натисніть на кнопку ""Згенерувати розклад"" щоб отримати серійний номер позиції {0}",
Please click on 'Generate Schedule' to get schedule,"Будь ласка, натисніть на кнопку ""Згенерувати розклад"", щоб отримати розклад",
Please click on the following button to set your new password,"Натисніть наступну кнопку, щоб встановити новий пароль",
Please convert the parent account in corresponding child company to a group account.,"Будь ласка, перетворіть батьківський рахунок у відповідній дочірній компанії на груповий.",
Please create Customer from Lead {0}.,"Будь ласка, створіть Клієнта з потенційного клієнта {0}.",
Please create purchase receipt or purchase invoice for the item {0},"Будь-ласка, створіть квитанцію про придбання або купівлю-фактуру для товару {0}",
Please do not create more than 500 items at a time,"Будь ласка, не створюйте більше 500 елементів одночасно",
Please enable Applicable on Booking Actual Expenses,"Будь ласка, увімкніть дійсні витрати на бронювання",
Please enable Applicable on Purchase Order and Applicable on Booking Actual Expenses,"Будь ласка, увімкніть Застосовне до замовлення на купівлю та застосовуйте для бронювання фактичних витрат",
Please enable pop-ups,"Будь ласка, включіть спливаючі вікна",
Please ensure {} account is a Balance Sheet account. You can change the parent account to a Balance Sheet account or select a different account.,"Переконайтесь, що обліковий запис {} є рахунком на балансі. Ви можете змінити батьківський рахунок на рахунок балансу або вибрати інший.",
Please enter <b>Difference Account</b> or set default <b>Stock Adjustment Account</b> for company {0},"Будь ласка, введіть <b>рахунок різниці</b> або встановіть за замовчуванням <b>рахунок коригування запасів</b> для компанії {0}",
Please enter API Consumer Key,"Будь ласка, введіть споживчий ключ API",
Please enter API Consumer Secret,"Будь ласка, введіть API Consumer Secret",
Please enter Account for Change Amount,"Будь ласка, введіть рахунок для суми змін",
Please enter Approving Role or Approving User,"Будь ласка, введіть затвердження роль або затвердження Користувач",
Please enter Cost Center,"Будь ласка, введіть центр витрат",
Please enter Delivery Date,"Будь ласка, введіть дату доставки",
Please enter Employee Id of this sales person,"Будь ласка, введіть ідентифікатор працівника для цього Відповідального з продажу",
Please enter Expense Account,"Будь ласка, введіть видатковий рахунок",
Please enter Item Code to get Batch Number,"Будь ласка, введіть код товару, щоб отримати номер партії",
Please enter Item Code to get batch no,"Будь ласка, введіть код позиції, щоб отримати номер партії",
Please enter Item first,"Будь ласка, введіть перший пункт",
Please enter Maintaince Details first,"Будь ласка, введіть деталі тех. обслуговування",
Please enter Planned Qty for Item {0} at row {1},"Будь ласка, введіть планову к-сть для номенклатури {0} в рядку {1}",
Please enter Preferred Contact Email,"Будь ласка, введіть Preferred Контакт E-mail",
Please enter Production Item first,"Будь ласка, введіть Продукція перший пункт",
Please enter Purchase Receipt first,"Будь ласка, введіть прихідну накладну спершу",
Please enter Receipt Document,"Будь ласка, введіть Квитанція документ",
Please enter Reference date,"Будь ласка, введіть дату Reference",
Please enter Repayment Periods,"Будь ласка, введіть терміни погашення",
Please enter Reqd by Date,"Будь ласка, введіть Reqd за датою",
Please enter Warehouse and Date,Введіть склад і дату,
Please enter Woocommerce Server URL,"Будь ласка, введіть URL-адресу сервера Woocommerce",
Please enter Write Off Account,"Будь ласка, введіть рахунок списання",
Please enter a coupon code,Введіть код купона,
Please enter a valid coupon code,Введіть дійсний код купона,
Please enter company first,"Будь ласка, введіть компанія вперше",
Please enter company name first,"Будь ласка, введіть назву компанії в першу чергу",
Please enter default currency in Company Master,"Будь ласка, введіть валюту за замовчуванням в компанії Master",
Please enter message before sending,"Будь ласка, введіть повідомлення перед відправкою",
Please enter parent cost center,"Будь ласка, введіть батьківський центр витрат",
Please enter quantity for Item {0},"Будь ласка, введіть кількість для {0}",
Please enter relieving date.,"Будь ласка, введіть дату зняття.",
Please enter repayment Amount,"Будь ласка, введіть Сума погашення",
Please enter serial numbers for serialized item {0},Введіть серійні номери для серіалізованого товару {0},
Please enter the company name to confirm,"Будь ласка, введіть назву компанії для підтвердження",
Please enter the phone number first,Спершу введіть номер телефону,
Please enter valid Financial Year Start and End Dates,"Будь ласка, введіть дійсні дати початку та закінчення бюджетного періоду",
Please enter valid email address,"Будь ласка, введіть адресу електронної пошти",
Please enter {0},Введіть {0},
Please enter {0} first,"Будь ласка, введіть {0} в першу чергу",
Please fill the Material Requests table,"Будь ласка, заповніть таблицю &quot;Запити матеріалів&quot;",
Please fill the Sales Orders table,"Будь ласка, заповніть таблицю Замовлення на продаж",
Please make sure the employees above report to another Active employee.,"Будь ласка, переконайтеся, що вищезгадані співробітники звітуються перед іншим активним працівником.",
Please make sure you really want to delete all the transactions for this company. Your master data will remain as it is. This action cannot be undone.,"Будь ласка, переконайтеся, що ви дійсно хочете видалити всі транзакції для компанії. Ваші основні дані залишиться, як є. Ця дія не може бути скасовано.",
Please mention Round Off Account in Company,"Будь ласка, вкажіть округлити рахунок в Компанії",
Please mention Round Off Cost Center in Company,"Будь ласка, вкажіть центр витрат заокруглення для Компанії",
Please mention no of visits required,"Не кажучи вже про НЕ ласка відвідувань, необхідних",
Please pull items from Delivery Note,"Ласка, витягнути речі з накладної",
Please register the SIREN number in the company information file,"Будь ласка, зареєструйте номер SIREN у файлі інформації компанії",
Please save first,Збережіть спочатку,
Please select <b>Template Type</b> to download template,Виберіть <b>Тип шаблону</b> для завантаження шаблону,
Please select Applicant Type first,Виберіть спочатку Тип заявника,
Please select Apply Discount On,"Будь ласка, виберіть Застосувати знижки на",
Please select BOM against item {0},"Будь ласка, виберіть BOM щодо елемента {0}",
Please select BOM for Item in Row {0},"Будь ласка, виберіть Норми для елемента в рядку {0}",
Please select BOM in BOM field for Item {0},"Будь ласка, виберіть Норми в полі Норми витрат для позиції {0}",
Please select Category first,"Ласка, виберіть категорію спершу",
Please select Charge Type first,"Будь ласка, виберіть спочатку тип стягнення",
Please select Company,"Будь ласка, виберіть компанію",
Please select Company and Posting Date to getting entries,"Будь ласка, виберіть компанію та дату публікації, щоб отримувати записи",
Please select Company first,"Будь ласка, виберіть компанію спочатку",
Please select Completion Date for Completed Asset Maintenance Log,"Будь ласка, виберіть Дата завершення для завершеного журналу обслуговування активів",
Please select Customer first,Виберіть спочатку Клієнта,
Please select Existing Company for creating Chart of Accounts,"Будь ласка, виберіть існуючу компанію для створення плану рахунків",
Please select Item Code first,Виберіть спочатку Код товару,
Please select Loan Type for company {0},Виберіть тип кредиту для компанії {0},
Please select Maintenance Status as Completed or remove Completion Date,"Будь-ласка, виберіть технічне обслуговування як завершено або видаліть дату завершення",
Please select Party Type first,"Будь ласка, виберіть спочатку тип контрагента",
Please select Posting Date before selecting Party,"Будь ласка, виберіть дату запису, перш ніж вибрати контрагента",
Please select Posting Date first,"Будь ласка, виберіть спочатку дату запису",
Please select Price List,"Будь ласка, виберіть Прайс-лист",
Please select Qty against item {0},"Будь-ласка, виберіть Qty проти пункту {0}",
Please select Sample Retention Warehouse in Stock Settings first,"Перш за все, виберіть спочатку &quot;Зберігання запасів&quot; у налаштуваннях запасів",
Please select Start Date and End Date for Item {0},"Будь ласка, виберіть дату початку та дату закінчення Пункт {0}",
Please select a BOM,"Будь ласка, виберіть BOM",
Please select a Batch for Item {0}. Unable to find a single batch that fulfills this requirement,"Будь ласка, виберіть Batch для пункту {0}. Не вдалося знайти жодної партії, яка задовольняє цій вимозі",
Please select a Company,"Будь ласка, виберіть компанію",
Please select a Company first.,Спочатку виберіть компанію.,
Please select a Customer,"Будь ласка, виберіть покупця",
Please select a Delivery Note,Виберіть Примітку про доставку,
Please select a Sales Person for item: {0},Виберіть особу продавця для товару: {0},
Please select a Supplier,Виберіть постачальника,
Please select a batch,"Будь ласка, виберіть партію",
Please select a default mode of payment,Виберіть спосіб оплати за замовчуванням,
Please select a field to edit from numpad,"Будь ласка, виберіть поле для редагування з цифри",
Please select a value for {0} quotation_to {1},"Будь ласка, виберіть значення для {0} quotation_to {1}",
Please select a warehouse,"Будь ласка, виберіть склад",
Please select a warehouse to get available quantities,"Будь ласка, виберіть склад, щоб отримати доступні кількості",
Please select another payment method. Mpesa does not support transactions in currency '{0}',Виберіть інший спосіб оплати. Mpesa не підтримує операції з валютою &quot;{0}&quot;,
Please select batches for batched item {0},Виберіть партії для пакетного товару {0},
Please select correct account,"Будь ласка, виберіть правильний рахунок",
Please select date,"Будь ласка, виберіть дати",
Please select item code,"Будь ласка, виберіть пункт код",
Please select quantity on row {0},Виберіть кількість у рядку {0},
Please select the Company,"Будь ласка, виберіть компанію",
Please select the Multiple Tier Program type for more than one collection rules.,"Будь-ласка, виберіть тип програми для кількох рівнів для декількох правил зібрання.",
Please select the customer.,Виберіть клієнта.,
Please select the document type first,"Будь ласка, виберіть тип документа в першу чергу",
Please select weekly off day,"Будь ласка, виберіть щотижневий вихідний день",
Please select {0},"Будь ласка, виберіть {0}",
Please select {0} first,"Будь ласка, виберіть {0} в першу чергу",
Please set 'Apply Additional Discount On',"Будь ласка, встановіть &quot;Застосувати Додаткова Знижка On &#39;",
Please set 'Asset Depreciation Cost Center' in Company {0},"Будь ласка, вкажіть ""Центр витрат амортизації"" в компанії {0}",
Please set 'Gain/Loss Account on Asset Disposal' in Company {0},"Будь ласка, встановіть &quot;прибуток / збиток Рахунок по поводженню з відходами активу в компанії {0}",
Please set Account in Warehouse {0} or Default Inventory Account in Company {1},"Будь ласка, встановіть обліковий запис у складі {0} або обліковий запис за замовчуванням у компанії {1}",
Please set Company,"Будь ласка, встановіть компанії",
Please set Depreciation related Accounts in Asset Category {0} or Company {1},"Будь ласка, встановіть рахунки, що відносяться до амортизації у категорії активу {0} або компанії {1}",
Please set Number of Depreciations Booked,"Будь ласка, встановіть кількість зарезервованих амортизацій",
Please set Unrealized Exchange Gain/Loss Account in Company {0},"Будь-ласка, встановіть обліковий звіт про прибутки та збитки в компанії Unrealized Exchange у компанії {0}",
Please set User ID field in an Employee record to set Employee Role,"Будь ласка, встановіть ID користувача поле в записі Employee, щоб встановити роль Employee",
Please set Warehouse in Woocommerce Settings,"Будь ласка, встановіть Warehouse у налаштуваннях Woocommerce",
Please set a Company,"Будь ласка, встановіть компанію",
Please set a Supplier against the Items to be considered in the Purchase Order.,"Будь ласка, встановіть Постачальника проти товарів, які будуть враховані у Замовлення на купівлю.",
Please set a default Holiday List for Employee {0} or Company {1},"Будь ласка, встановіть список вихідних за замовчуванням для працівника {0} або Компанії {1}",
Please set a default company address,Введіть адресу компанії за замовчуванням,
Please set account in Warehouse {0},"Будь ласка, встановіть обліковий запис у складі {0}",
Please set an email id for the Lead {0},Введіть ідентифікатор електронної пошти для ведучого {0},
Please set associated account in Tax Withholding Category {0} against Company {1},"Будь ласка, встановіть пов&#39;язаний обліковий запис у категорії податкових відрахувань {0} проти компанії {1}",
Please set at least one row in the Taxes and Charges Table,"Будь ласка, встановіть принаймні один рядок у таблиці податків та зборів",
Please set default Cash or Bank account in Mode of Payment {0},"Будь ласка, встановіть Cash замовчуванням або банківського рахунку в режимі з оплати {0}",
Please set default Cash or Bank account in Mode of Payment {},Встановіть за умовчанням готівковий або банківський рахунок у режимі оплати {},
Please set default Cash or Bank account in Mode of Payments {},"Будь ласка, встановіть Касовий або банківський рахунок за замовчуванням у режимі платежів {}",
Please set default UOM in Stock Settings,"Будь ласка, встановіть UOM у налаштуваннях за замовчуванням",
Please set default {0} in Company {1},"Будь ласка, встановіть значення за замовчуванням {0} в компанії {1}",
Please set filter based on Item or Warehouse,"Будь ласка, встановіть фільтр, заснований на пункті або на складі",
Please set recurring after saving,"Будь ласка, встановіть повторювані після збереження",
Please set the Customer Address,Введіть адресу клієнта,
Please set the Default Cost Center in {0} company.,Установіть Центр заощаджень за замовчуванням у компанії {0}.,
Please set the Item Code first,"Будь ласка, спочатку встановіть Код товару",
Please set the Payment Schedule,"Будь ласка, встановіть Розклад платежів",
Please set the initiator name and the security credential,"Будь ласка, встановіть ім’я ініціатора та облікові дані безпеки",
Please set up the Campaign Schedule in the Campaign {0},"Будь ласка, налаштуйте розклад кампанії в кампанії {0}",
Please set {0},"Будь ласка, встановіть {0}",customer
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.","Будь ласка, встановіть {0} для пакетного елемента {1}, який використовується для встановлення {2} в «Надіслати».",
Please set {0} for address {1},Введіть {0} для адреси {1},
Please setup a default bank account for company {0},Установіть банківський рахунок за замовчуванням для компанії {0},
Please specify,Будь ласка уточніть,
Please specify Company,"Будь ласка, сформулюйте компанії",
Please specify Company to proceed,"Будь ласка, сформулюйте компанії, щоб продовжити",
Please specify a valid 'From Case No.',"Будь ласка, вкажіть дійсний &quot;Від справі № &#39;",
Please specify a valid Row ID for row {0} in table {1},"Будь ласка, вкажіть дійсний ідентифікатор рядка для рядка {0} в таблиці {1}",
Please specify at least one attribute in the Attributes table,"Будь ласка, вкажіть як мінімум один атрибут в таблиці атрибутів",
Please specify either Quantity or Valuation Rate or both,"Будь ласка, зазначте кількість або собівартість або разом",
Please specify from/to range,"Будь ласка, сформулюйте з / в діапазоні",
Please supply the specified items at the best possible rates,"Будь ласка, надайте зазначені пункти в найкращих можливих ставок",
Pledge,Застава,
Pledge Status,Статус застави,
Pledge Time,Час застави,
Pledged,Закладений,
Point Of Sale,Касовий термінал,
Point of Sale,POS,
Policy No,політика Ні,
Policy number,Номер полісу,
Portal,Портал,
Portrait,Портрет,
Position,Позиція,
Possible Supplier,Можливий постачальник,
Post,Post,
Post Description Key,Ключове слово Опис,
Post Graduate,Аспірантура,
Post Haircut Amount,Кількість стрижки після публікації,
Post Route Key,Поштовий ключ маршруту,
Post Route Key List,Поштовий перелік ключових слів,
Post Route String,Поштовий маршрут,
Post Status,Статус публікації,
Post Title Key,Ключ заголовка публікації,
Postal Code,Поштовий індекс,
Postal Expenses,Поштові витрати,
Posted,Опубліковано,
Posting Date,Дата створення/розміщення,
Posting Date cannot be future date,Дата розміщення не може бути майбутня дата,
Posting Time,Час запису,
Posting date and posting time is mandatory,Дата та час розміщення/створення є обов'язковими,
Posting timestamp must be after {0},Posting timestamp повинна бути більша {0},
Potential Sales Deal,Угода потенційних продажів,
Pre Sales,Препродаж,
Prefered Contact Email,Бажаний Контактний Email,
Prefered Email,Бажаний E-mail,
Preference,Перевага,
Prev,Попередня,
Prevdoc DocType,Prevdoc DocType,
Prevent POs,Запобігання PO,
Prevent Purchase Orders,Запобігати замовленням на купівлю,
Prevent RFQs,Запобігання тендерних пропозицій,
Preventive,Профілактична,
